,comments,sentiment
979,সেলাই ভালই পড়ে। ,Positive
980,খুব বাজে অবস্থা।,Negative
981,এত ছোট হ্যান্ডী আর সুন্দর শেলাই হয়।,Positive
982,প্রোডাক্ট এ জং ফেলা ছিল।,Positive
983,আইটেম খুব খারাপ অবস্থায় ছিল। ,Negative
984,এমন বাজে প্রোডাক্ট আমি আমার লাইফ এ কখন ও দেখি নাই।,Negative
985,"কোয়ালিটি বাজে, ",Negative
986,টোটালি ডেমেজ প্রোডাক্ট দিয়া দিছে।,Negative
987,খুব কমেই ভাল পন্য পেলাম।,Positive
988,ব্র্যান্ড অনুযায়ী অনেক ভাল এটা। ,Positive
989,ভাল লেগেছে।,Positive
990,দ্রুত ডেলিভারি পেলাম।  ,Positive
991,খুবই ভাল ছিল এক্সপেরিয়েন্স,Positive
992,সব মিলিয়ে ভাল,Positive
993,ভাল ছিল জিনিষ টা,Positive
994,পণ্যের দাম দোকান হতে কম।,Positive
995,খুবই বাজে প্রোডাক্ট। ,Negative
996,আমি দারাজের উপর হতাশ।,Negative
997,আপনাদের পোডাক্টের কোয়ালিটি চেক করে সেল দেয়া উচিত।,Negative
998,৪ প্যাকেট অর্ডার করে বিপদে পড়েছি।,Negative
999,ভালোই এবং দামেও কম ছিল।,Positive
1000,এই ডাইপার এর শোষণ ক্ষমতা অনেক কম।,Negative
1001,বাচ্চা আরামবোধ করে না।,Negative
1002,কোন পার্শ্ব প্রতিক্রিয়া নেই।,Positive
1003,খুবই ভাল এবং সাস্থ্যকর বেবি প্রোডাক্ট।,Positive
1004,প্রোডাক্ট ভালো ছিল। ,Positive
1005,হাগিসের থেকে ভালো প্রোডাক্ট হতে পারেনা।,Positive
1006,"বেবির জন্য প্রোডাক্ট টা খুবই ভাল, ",Positive
1007,"অফার ভাল ছিল, প্রডাক্ট ও ভালো",Positive
1008,দেখতে সুন্দর না।,Negative
1009,এটা এক ধরনের প্ররতরনা ৷,Negative
1010, আমি ভোক্তা অধিকার আইনে মামলা করবো ৷,Negative
1011,যেমন আশা করছিলাম তেমন না ,Negative
1012,খুবই ভাল ছিল।,Positive
1013,দাম বেশি,Negative
1014,আমি অর্ডার করেছি একটি কিন্তু ওই প্রোডাক্ট আসছে দুটি।,Negative
1015,অন্য প্রোডাক্ট এর বদলে একই কালার দুটি আসছে।,Negative
1016,"আমার এই প্রোডাক্ট টা খুবই পছন্দ হয়েছে,",Positive
1017,এই প্রোডাক্ট এর কোয়ালিটি নিয়ে কোন কমপ্লেইন নেই।,Positive
1018,আমি সত্যিই খুবই হ্যাপি এই প্রোডাক্ট টা ব্যবহার করতে পেরে।,Positive
1019,ফালতু একটা জিনিসের পিছনে টাকা খরচ করলাম।,Negative
1020,মডেল ও ঠিক আছে,Positive
1021,আমি এক মাসেই ভাল ফল পেয়েছি।,Positive
1022,বেস্ট ভ্যালু ফর মানি প্রোডাক্ট।,Positive
1023,আমার মতে খুব ভাল একটা প্রোডাক্ট।,Positive
1024,"সব টাকা জলে গেল,",Negative
1025,ফলাফল টা আশানুরূপ নয়,Negative
1026,আমি খুশি।,Positive
1027,জিনিসটা ভালো লাগলো,Positive
1028, খুবই ভাল৷,Positive
1029,daraz আমার সাথে প্রতারনা করেছে।,Negative
1030,"কালারটাও ঠিক আছে, ",Positive
1031,এই দামে এর চেয়ে ভালো আশা করা ঠিক না। ,Positive
1032,ডেলিভারী দিতে ৫ দিন বেশি সময় লেগেছে বলে একটু খারাপ লেগেছে।,Negative
1033,1দিন ব্যবহার করেছি তার পর নষ্ট হয়া গেছে। ,Negative
1034,অন্য মডেল ডেলিভারি দেয়া হইছে যেটা কাম্য নয়।,Negative
1035,যেটা পাঠাইছেন ওটাও মোটামোটি ভাল লাগছে,Positive
1036,মোটামুটি মানের প্রোডাক্ট,Positive
1037,কম টাকায় খুবই ভালো ট্রিমার। ,Positive
1038,টাকাটাই নষ্ট।,Negative
1039,প্রোডাক্ট ঠিক আছে,Positive
1040,আপাতত ভালই যাচ্ছে।,Positive
1041,একদম ফালতু একটা জিনিস।,Negative
1042,প্রাথমিকভাবে আমি স্যাটিসফাইড,Positive
1043,প্রোডাক্ট ভালো তবে ব্যাটারি টার খুঁজে পাওয়া অনেক কষ্ট সাধ্য বিষয় ।,Positive
1044,ট্রিমার এর প্যাকেট টা একদম ইন্টেক পাই নাই।,Negative
1045,দারুন।।।,Positive
1046,প্রাইস অনুযায়ী বেষ্ট। ,Positive
